genes,coefficients,intercept,threshold,training_auc,cv_auc_mean,cv_auc_std,sensitivity,specificity,ppv,npv
"['HLA-DRA', 'CIITA', 'HLA-DPB1']","[-0.12927896702978534, -1.245675445639011, -0.4353026020677189]",-1.2646076267418311,0.3100187042857001,0.8704081632653061,0.8666666666666668,0.13265131692556306,0.8928571428571429,0.8571428571428571,0.7142857142857143,0.9523809523809523
