threshold,TP,TN,FP,FN,sensitivity,specificity,Youden,accuracy
0.7387387387387387,11,21,0,71,0.13414634146341464,1.0,0.13414634146341475,0.3106796116504854
0.7397397397397397,11,21,0,71,0.13414634146341464,1.0,0.13414634146341475,0.3106796116504854
0.7407407407407407,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7417417417417418,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7427427427427428,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7437437437437437,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7447447447447447,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7457457457457457,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7467467467467468,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7477477477477478,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7487487487487487,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7497497497497497,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7507507507507507,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7517517517517518,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7527527527527528,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7537537537537538,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7547547547547547,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7557557557557557,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7567567567567568,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7577577577577578,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7587587587587588,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7597597597597597,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7607607607607607,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7617617617617618,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7627627627627628,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7637637637637638,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
0.7647647647647647,9,21,0,73,0.10975609756097561,1.0,0.10975609756097571,0.2912621359223301
