genes,coefficients,intercept,threshold,training_auc,cv_auc_mean,cv_auc_std,sensitivity,specificity,ppv,npv
"['HLA-DRA', 'HLA-DQB1', 'HLA-DQA1', 'CIITA', 'CD74', 'HLA-DMA', 'HLA-DMB', 'HLA-DPB1', 'HLA-DRB1']","[np.float64(0.19110619947652308), np.float64(-0.5171035955539097), np.float64(0.15156892074577327), np.float64(0.7495420204142389), np.float64(-0.6438268933429391), np.float64(-0.9639372119443667), np.float64(0.976794611344522), np.float64(0.5596189482067699), np.float64(-0.4880319026356389)]",-1.72117225824561,0.3167146810825159,0.830379746835443,0.7107142857142857,0.2044311420423383,0.6,0.8860759493670886,0.5714285714285714,0.8974358974358975
